dx,gb,dz,gb_energy,variance,acquisition
0.9,1.0,3.5,1.0220708670422314,0.017298713185632447,0.8662479283693573
0.9,1.0,3.6,1.0230678949186287,0.016956837915589988,0.8958521547458126
1.0,1.0,0.0,1.1244061542291286,0.017524704496981618,1.3420373321925574
1.0,1.0,0.1,1.0966584861920923,0.015195109262870942,1.359310027561967
1.0,1.0,0.2,1.0765347714303353,0.013718968760750926,1.32070031156882
1.0,1.0,0.3,1.0715237334342989,0.014149872257389135,1.2532838836086684
1.0,1.0,0.4,1.0871389679465073,0.015647619214173663,1.1847746639942802
1.0,1.0,0.5,1.1097214965663151,0.015954517900116757,1.1327375229781682
1.0,1.0,0.6,1.116453928696418,0.014206042799113926,1.1000938760006942
1.0,1.0,0.7,1.1012643237978197,0.012477943717105294,1.0761786306767118
1.0,1.0,0.8,1.0777466616797922,0.012188193579874308,1.052023714510883
